"","A","Alpha","Beta","MSE","direction"
"1",1.25355339059327,0.320227193538592,0.659885322454112,0.418402747085758,11
"2",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,24
"3",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"4",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"5",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"6",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"7",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"8",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"9",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"10",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"11",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"12",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"13",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"14",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"15",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"16",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"17",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"18",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"19",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"20",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"21",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"22",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"23",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"24",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"25",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"26",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"27",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"28",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"29",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"30",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
"31",0.964948981406437,0.608831602725429,0.371280913267275,0.0167693974468721,27
